exp_id,link_test,test_phase,src,dst,seq,time,signal,noise
606062400,229400,0,23742,23645,469762067,34315.438497,7,3
606062400,229400,0,23742,23645,469762069,34315.464131,8,5
606062400,229400,0,23742,23645,469762071,34315.489766,8,5
606062400,229400,0,23742,23645,469762073,34315.515541,8,4
606062400,229400,0,23742,23645,469762076,34315.554036,8,4
606062400,229400,0,23742,23645,469762078,34315.579734,8,5
606062400,229400,0,23742,23645,469762081,34315.618614,9,6
606062400,229400,0,23742,23645,469762084,34315.656744,8,4
606062400,229400,0,23742,23645,469762086,34315.682441,8,5
606062400,229400,0,23742,23645,469762087,34315.708685,8,5
606062400,229400,0,23742,23645,469762092,34315.717118,7,4
606062400,229400,0,23742,23645,469762094,34315.742562,8,5
606062400,229400,0,23742,23645,469762105,34315.882027,8,4
606062400,229400,0,23742,23645,469762108,34315.920236,8,5
606062400,229400,0,23742,23645,469762111,34315.95847,8,5
606062400,229400,0,23742,23645,469762116,34316.022314,8,5
606062400,229400,0,23742,23645,469762124,34316.124249,7,4
606062400,229400,0,23742,23645,469762129,34316.187934,7,4
606062400,229400,0,23742,23645,469762131,34316.213404,7,8
606062400,229400,0,23742,23645,469762135,34316.264578,8,5
606062400,229400,0,23742,23645,469762145,34316.392171,7,4
606062400,229400,0,23742,23645,469762146,34316.404767,9,5
606062400,229400,0,23742,23645,469762149,34316.442943,7,4
606062400,229400,0,23742,23645,469762154,34316.507311,8,4
606062400,229400,0,23742,23645,469762155,34316.51997,7,4
606062400,229400,0,23742,23645,469762157,34316.545728,8,5
606062400,229400,0,23742,23645,469762160,34316.584797,8,4
606062400,229400,0,23742,23645,469762165,34316.648221,7,4
606062400,229400,0,23742,23645,469762170,34316.7114,8,10
606062400,229400,0,23742,23645,469762172,34316.743464,7,4
606062400,229400,0,23742,23645,469762175,34316.744545,8,4
606062400,229400,0,23742,23645,469762178,34316.753787,8,5
606062400,229400,0,23742,23645,469762188,34316.798598,7,4
606062400,229400,0,23742,23645,469762201,34316.938899,9,6
606062400,229400,0,23742,23645,469762210,34317.054559,7,3
606062400,229400,0,23742,23645,469762211,34317.067339,9,5
606062400,229400,0,23742,23645,469762227,34317.272407,7,4
606062400,229400,0,23742,23645,469762241,34317.451619,8,5
606062400,229400,0,23742,23645,469762242,34317.464459,9,6
606062400,229400,0,23742,23645,469762252,34317.59194,7,4
606062400,229400,0,23742,23645,469762263,34317.732393,8,5
606062400,229400,0,23742,23645,469762266,34317.770701,8,6
606062400,229400,0,23742,23645,469762271,34317.834268,7,5
606062400,229400,0,23742,23645,469762284,34318.001048,8,4
606062400,229400,0,23742,23645,469762301,34318.217068,8,5
606062400,229400,0,23742,23645,469762316,34318.409634,7,5
606062400,229400,0,23742,23645,469762325,34318.524995,8,14
606062400,229400,0,23742,23645,469762328,34318.563608,7,4
606062400,229400,0,23742,23645,469762330,34318.589251,7,4
606062400,229400,0,23742,23645,469762341,34318.72954,8,5
606062400,229400,0,23742,23645,469762346,34318.792883,8,18
606062400,229400,0,23742,23645,469762351,34318.857208,6,4
606062400,229400,0,23742,23645,469762354,34318.895653,7,5
606062400,229400,0,23742,23645,469762359,34318.959489,8,4
606062400,229400,0,23742,23645,469762360,34318.972189,8,12
606062400,229400,0,23742,23645,469762361,34318.984918,8,5
606062400,229400,0,23742,23645,469762364,34319.023221,8,6
606062400,229400,0,23742,23645,469762365,34319.036006,8,4
606062400,229400,0,23742,23645,469762372,34319.125304,8,4
606062400,229400,0,23742,23645,469762376,34319.176066,9,5
606062400,229400,0,23742,23645,469762380,34319.227462,8,5
606062400,229400,0,23742,23645,469762383,34319.26603,7,5
606062400,229400,0,23742,23645,469762387,34319.317013,8,5
606062400,229400,0,23742,23645,469762388,34319.329594,8,5
606062400,229400,0,23742,23645,469762389,34319.342568,9,4
606062400,229400,0,23742,23645,469762392,34319.380373,10,5
606062400,229400,0,23742,23645,469762400,34319.48273,9,4
606062400,229400,0,23742,23645,469762401,34319.4956,7,4
606062400,229400,0,23742,23645,469762403,34319.521404,8,4
606062400,229400,0,23742,23645,469762410,34319.611071,8,5
606062400,229400,0,23742,23645,469762415,34319.674869,8,15
606062400,229400,0,23742,23645,469762424,34319.761085,8,9
606062400,229400,0,23742,23645,469762428,34319.796572,9,7
606062400,229400,0,23742,23645,469762445,34320.013439,7,4
606062400,229400,0,23742,23645,469762453,34320.115117,6,4
606062400,229400,0,23742,23645,469762455,34320.140958,8,4
606062400,229400,0,23742,23645,469762460,34320.204646,8,10
606062400,229400,0,23742,23645,469762462,34320.230498,8,4
606062400,229400,0,23742,23645,469762466,34320.281637,8,4
606062400,229400,0,23742,23645,469762469,34320.320279,8,4
606062400,229400,0,23742,23645,469762476,34320.410345,9,6
606062400,229400,0,23742,23645,469762478,34320.435607,8,4
606062400,229400,0,23742,23645,469762481,34320.474432,11,6
606062400,229400,0,23742,23645,469762482,34320.48702,8,7
606062400,229400,0,23742,23645,469762483,34320.499788,8,5
606062400,229400,0,23742,23645,469762489,34320.576485,8,4
606062400,229400,0,23742,23645,469762495,34320.653436,8,5
606062400,229400,0,23742,23645,469762497,34320.678589,8,5
606062400,229400,0,23742,23645,469762498,34320.69119,8,4
606062400,229400,0,23742,23645,469762500,34320.716674,8,5
606062400,229400,0,23742,23645,469762503,34320.754802,8,4
606062400,229400,0,23742,23645,469762505,34320.780275,8,4
606062400,229400,0,23742,23645,469762516,34320.919957,10,6
606062400,229400,0,23742,23645,469762518,34320.945721,9,4
606062400,229400,0,23742,23645,469762522,34320.99709,8,4
606062400,229400,0,23742,23645,469762530,34321.099083,10,9
606062400,229400,0,23742,23645,469762537,34321.187986,8,5
606062400,229400,0,23742,23645,469762540,34321.22655,8,4
606062400,229400,0,23742,23645,469762541,34321.23959,8,5
606062400,229400,0,23742,23645,469762542,34321.252251,8,4
606062400,229400,0,23742,23645,469762551,34321.366681,9,4
606062400,229400,0,23742,23645,469762556,34321.430491,8,5
606062400,229400,0,23742,23645,469762559,34321.468725,9,6
606062400,229400,0,23742,23645,469762560,34321.481582,9,5
606062400,229400,0,23742,23645,469762562,34321.507041,8,5
606062400,229400,0,23742,23645,469762563,34321.519798,8,5
606062400,229400,0,23742,23645,469762564,34321.532488,8,5
606062400,229400,0,23742,23645,469762571,34321.622136,8,9
606062400,229400,0,23742,23645,469762573,34321.647648,8,4
606062400,229400,0,23742,23645,469762576,34321.679972,13,7
606062400,229400,0,23742,23645,469762578,34321.681168,8,4
606062400,229400,0,23742,23645,469762581,34321.706399,9,8
606062400,229400,0,23742,23645,469762583,34321.735206,9,7
606062400,229400,0,23742,23645,469762586,34321.781284,8,5
606062400,229400,0,23742,23645,469762589,34321.783301,9,7
606062400,229400,0,23742,23645,469762592,34321.784388,12,9
606062400,229400,0,23742,23645,469762594,34321.785447,10,4
606062400,229400,0,23742,23645,469762596,34321.78883,8,3
606062400,229400,0,23742,23645,469762599,34321.827179,9,6
606062400,229400,0,23742,23645,469762600,34321.840051,8,5
606062400,229400,0,23742,23645,469762603,34321.876353,8,4
606062400,229400,0,23742,23645,469762607,34321.877437,10,6
606062400,229400,0,23742,23645,469762610,34321.912785,10,7
606062400,229400,0,23742,23645,469762611,34321.925653,8,5
606062400,229400,0,23742,23645,469762612,34321.938654,8,4
606062400,229400,0,23742,23645,469762613,34321.951536,10,7
606062400,229400,0,23742,23645,469762615,34321.976743,8,5
606062400,229400,0,23742,23645,469762618,34322.015275,10,4
606062400,229400,0,23742,23645,469762619,34322.028038,9,4
606062400,229400,0,23742,23645,469762622,34322.066177,8,4
606062400,229400,0,23742,23645,469762623,34322.078745,9,5
606062400,229400,0,23742,23645,469762624,34322.091331,9,5
606062400,229400,0,23742,23645,469762625,34322.10417,10,5
606062400,229400,0,23742,23645,469762627,34322.129527,9,5
606062400,229400,0,23742,23645,469762631,34322.180973,8,4
606062400,229400,0,23742,23645,469762632,34322.193545,8,5
606062400,229400,0,23742,23645,469762635,34322.231743,9,6
606062400,229400,0,23742,23645,469762636,34322.24479,8,5
606062400,229400,0,23742,23645,469762637,34322.257383,8,5
606062400,229400,0,23742,23645,469762638,34322.270357,8,4
606062400,229400,0,23742,23645,469762639,34322.282968,8,5
606062400,229400,0,23742,23645,469762640,34322.295539,8,5
606062400,229400,0,23742,23645,469762648,34322.396597,9,4
606062400,229400,0,23742,23645,469762650,34322.42206,9,6
606062400,229400,0,23742,23645,469762651,34322.434764,8,8
606062400,229400,0,23742,23645,469762654,34322.472728,12,10
606062400,229400,0,23742,23645,469762658,34322.523354,8,5
606062400,229400,0,23742,23645,469762659,34322.535945,8,4
606062400,229400,0,23742,23645,469762660,34322.548555,8,5
606062400,229400,0,23742,23645,469762666,34322.625803,8,4
606062400,229400,0,23742,23645,469762668,34322.651778,9,5
606062400,229400,0,23742,23645,469762671,34322.690268,8,5
606062400,229400,0,23742,23645,469762674,34322.7292,9,6
606062400,229400,0,23742,23645,469762678,34322.780193,10,7
606062400,229400,0,23742,23645,469762680,34322.805708,8,5
606062400,229400,0,23742,23645,469762681,34322.81872,8,4
606062400,229400,0,23742,23645,469762682,34322.831547,13,11
606062400,229400,0,23742,23645,469762683,34322.844206,8,5
606062400,229400,0,23742,23645,469762685,34322.869479,10,6
606062400,229400,0,23742,23645,469762686,34322.882077,8,5
606062400,229400,0,23742,23645,469762690,34322.932867,9,4
606062400,229400,0,23742,23645,469762694,34322.983559,9,5
606062400,229400,0,23742,23645,469762696,34323.009104,8,4
606062400,229400,0,23742,23645,469762700,34323.060916,8,4
606062400,229400,0,23742,23645,469762703,34323.099502,9,5
606062400,229400,0,23742,23645,469762704,34323.112084,9,7
606062400,229400,0,23742,23645,469762705,34323.124655,11,9
606062400,229400,0,23742,23645,469762707,34323.150229,8,4
606062400,229400,0,23742,23645,469762709,34323.175374,8,6
606062400,229400,0,23742,23645,469762711,34323.200572,7,6
606062400,229400,0,23742,23645,469762712,34323.213347,8,6
606062400,229400,0,23742,23645,469762713,34323.226032,8,5
606062400,229400,0,23742,23645,469762717,34323.27785,8,6
606062400,229400,0,23742,23645,469762719,34323.303196,8,4
606062400,229400,0,23742,23645,469762730,34323.444429,7,4
606062400,229400,0,23742,23645,469762732,34323.469733,7,4
606062400,229400,0,23742,23645,469762733,34323.48233,8,4
606062400,229400,0,23742,23645,469762740,34323.571672,8,4
606062400,229400,0,23742,23645,469762741,34323.584249,8,5
606062400,229400,0,23742,23645,469762742,34323.597106,8,4
606062400,229400,0,23742,23645,469762753,34323.737296,7,3
606062400,229400,0,23742,23645,469762757,34323.788582,8,4
606062400,229400,0,23742,23645,469762762,34323.853025,8,4
606062400,229400,0,23742,23645,469762765,34323.891277,8,4
606062400,229400,0,23742,23645,469762770,34323.955047,8,4
606062400,229400,0,23742,23645,469762772,34323.980262,11,11
606062400,229400,0,23742,23645,469762775,34324.018578,8,4
606062400,229400,0,23742,23645,469762776,34324.031323,8,5
606062400,229400,0,23742,23645,469762777,34324.044077,8,6
606062400,229400,0,23742,23645,469762779,34324.069559,8,4
606062400,229400,0,23742,23645,469762781,34324.095354,8,4
606062400,229400,0,23742,23645,469762783,34324.120949,8,3
606062400,229400,0,23742,23645,469762784,34324.133688,9,5
606062400,229400,0,23742,23645,469762786,34324.159252,9,5
