exp_id,link_test,test_phase,src,dst,seq,time,signal,noise
606062400,229405,0,23752,44466,469762049,36633.435508,20,10
606062400,229405,0,23752,44466,469762050,36633.448313,20,10
606062400,229405,0,23752,44466,469762061,36633.589058,20,18
606062400,229405,0,23752,44466,469762065,36633.640197,20,9
606062400,229405,0,23752,44466,469762066,36633.652855,22,18
606062400,229405,0,23752,44466,469762068,36633.678091,19,7
606062400,229405,0,23752,44466,469762073,36633.742236,21,11
606062400,229405,0,23752,44466,469762074,36633.755045,20,11
606062400,229405,0,23752,44466,469762075,36633.767928,19,10
606062400,229405,0,23752,44466,469762076,36633.780503,20,10
606062400,229405,0,23752,44466,469762077,36633.793279,21,4
606062400,229405,0,23752,44466,469762079,36633.81936,20,21
606062400,229405,0,23752,44466,469762081,36633.844863,19,4
606062400,229405,0,23752,44466,469762085,36633.895919,20,5
606062400,229405,0,23752,44466,469762086,36633.908895,20,10
606062400,229405,0,23752,44466,469762087,36633.921705,20,15
606062400,229405,0,23752,44466,469762091,36633.972468,20,6
606062400,229405,0,23752,44466,469762092,36633.985414,20,6
606062400,229405,0,23752,44466,469762095,36634.023243,20,17
606062400,229405,0,23752,44466,469762097,36634.048839,20,19
606062400,229405,0,23752,44466,469762098,36634.061782,20,9
606062400,229405,0,23752,44466,469762101,36634.10036,20,6
606062400,229405,0,23752,44466,469762103,36634.125917,21,6
606062400,229405,0,23752,44466,469762104,36634.138492,21,6
606062400,229405,0,23752,44466,469762105,36634.151083,21,8
606062400,229405,0,23752,44466,469762106,36634.163682,20,8
606062400,229405,0,23752,44466,469762107,36634.176365,22,8
606062400,229405,0,23752,44466,469762110,36634.214829,21,26
606062400,229405,0,23752,44466,469762113,36634.253437,20,23
606062400,229405,0,23752,44466,469762114,36634.266061,20,9
606062400,229405,0,23752,44466,469762117,36634.304672,20,6
606062400,229405,0,23752,44466,469762118,36634.317486,21,7
606062400,229405,0,23752,44466,469762119,36634.330096,21,9
606062400,229405,0,23752,44466,469762120,36634.34281,21,9
606062400,229405,0,23752,44466,469762121,36634.35551,21,9
606062400,229405,0,23752,44466,469762122,36634.368305,20,7
606062400,229405,0,23752,44466,469762123,36634.381137,21,7
606062400,229405,0,23752,44466,469762125,36634.406847,21,9
606062400,229405,0,23752,44466,469762126,36634.419424,22,9
606062400,229405,0,23752,44466,469762127,36634.432068,20,6
606062400,229405,0,23752,44466,469762128,36634.444895,21,6
