exp_id,link_test,test_phase,src,dst,seq,time,signal,noise
606062402,753686,0,23740,23647,1543503872,33576.539974,34,9
606062402,753686,0,23740,23647,1543503873,33576.542822,33,10
606062402,753686,0,23740,23647,1543503874,33576.545713,33,9
606062402,753686,0,23740,23647,1543503875,33576.548379,33,12
606062402,753686,0,23740,23647,1543503877,33576.553704,35,12
606062402,753686,0,23740,23647,1543503878,33576.556211,32,12
606062402,753686,0,23740,23647,1543503879,33576.559252,33,9
606062402,753686,0,23740,23647,1543503881,33576.564472,33,9
606062402,753686,0,23740,23647,1543503882,33576.567165,34,9
606062402,753686,0,23740,23647,1543503884,33576.572467,32,9
606062402,753686,0,23740,23647,1543503885,33576.575417,33,9
606062402,753686,0,23740,23647,1543503886,33576.578432,33,9
606062402,753686,0,23740,23647,1543503887,33576.581506,33,10
606062402,753686,0,23740,23647,1543503888,33576.58422,34,10
606062402,753686,0,23740,23647,1543503889,33576.587247,34,10
606062402,753686,0,23740,23647,1543503890,33576.590102,34,9
606062402,753686,0,23740,23647,1543503891,33576.593031,33,10
606062402,753686,0,23740,23647,1543503892,33576.595552,33,9
606062402,753686,0,23740,23647,1543503893,33576.598389,34,10
606062402,753686,0,23740,23647,1543503895,33576.603441,35,10
606062402,753686,0,23740,23647,1543503896,33576.60598,33,10
606062402,753686,0,23740,23647,1543503897,33576.608535,33,11
606062402,753686,0,23740,23647,1543503898,33576.611085,33,11
606062402,753686,0,23740,23647,1543503899,33576.613866,34,10
606062402,753686,0,23740,23647,1543503900,33576.616756,35,13
606062402,753686,0,23740,23647,1543503901,33576.619414,34,13
606062402,753686,0,23740,23647,1543503902,33576.622093,34,11
606062402,753686,0,23740,23647,1543503903,33576.624632,33,9
606062402,753686,0,23740,23647,1543503904,33576.627515,33,10
606062402,753686,0,23740,23647,1543503908,33576.638657,33,9
606062402,753686,0,23740,23647,1543503909,33576.641616,32,9
606062402,753686,0,23740,23647,1543503910,33576.644322,33,9
606062402,753686,0,23740,23647,1543503911,33576.64714,33,12
606062402,753686,0,23740,23647,1543503914,33576.654806,33,11
606062402,753686,0,23740,23647,1543503915,33576.657658,33,8
606062402,753686,0,23740,23647,1543503917,33576.663125,33,9
606062402,753686,0,23740,23647,1543503919,33576.668918,32,15
606062402,753686,0,23740,23647,1543503920,33576.671707,33,9
606062402,753686,0,23740,23647,1543503921,33576.674249,33,9
606062402,753686,0,23740,23647,1543503922,33576.676792,33,9
606062402,753686,0,23740,23647,1543503923,33576.679281,33,8
