exp_id,link_test,test_phase,src,dst,seq,time,signal,noise
606062402,753704,0,3369,41120,1543503959,41911.123793,13,10
606062402,753704,0,3369,41120,1543504143,41911.624961,14,10
606062402,753704,0,3369,41120,1543504160,41911.670534,14,9
606062402,753704,0,3369,41120,1543504317,41912.095267,13,10
606062402,753704,0,3369,41120,1543504428,41912.394661,13,9
606062402,753704,0,3369,41120,1543504626,41912.930518,13,10
606062402,753704,0,3369,41120,1543504771,41913.325409,12,10
606062402,753704,0,3369,41120,1543504780,41913.349421,13,13
606062402,753704,0,3369,41120,1543504785,41913.362346,13,15
606062402,753704,0,3369,41120,1543504801,41913.406455,15,12
606062402,753704,0,3369,41120,1543506172,41917.126109,13,9
606062402,753704,0,3369,41120,1543507496,41920.72776,14,10
606062402,753704,0,3369,41120,1543507572,41920.931479,17,13
606062402,753704,0,3369,41120,1543507674,41921.207638,13,9
606062402,753704,0,3369,41120,1543507677,41921.216285,14,13
606062402,753704,0,3369,41120,1543507824,41921.611638,13,9
606062402,753704,0,3369,41120,1543508017,41922.138559,13,13
606062402,753704,0,3369,41120,1543508321,41922.966569,13,9
606062402,753704,0,3369,41120,1543509412,41925.928899,14,11
606062402,753704,0,3369,41120,1543509563,41926.337175,16,12
606062402,753704,0,3369,41120,1543509634,41926.533403,13,10
606062402,753704,0,3369,41120,1543509755,41926.864745,14,10
606062402,753704,0,3369,41120,1543509784,41926.943439,14,10
606062402,753704,0,3369,41120,1543509878,41927.197948,13,10
606062402,753704,0,3369,41120,1543509892,41927.235786,14,13
606062402,753704,0,3369,41120,1543509911,41927.287795,13,11
606062402,753704,0,3369,41120,1543510601,41929.167519,14,13
606062402,753704,0,3369,41120,1543511156,41930.674329,14,10
606062402,753704,0,3369,41120,1543511211,41930.821957,14,11
606062402,753704,0,3369,41120,1543511533,41931.698381,13,10
606062402,753704,0,3369,41120,1543511741,41932.263352,13,10
606062402,753704,0,3369,41120,1543511824,41932.491052,15,13
606062402,753704,0,3369,41120,1543511891,41932.673934,14,14
606062402,753704,0,3369,41120,1543512026,41933.038364,14,12
606062402,753704,0,3369,41120,1543512027,41933.041255,15,13
606062402,753704,0,3369,41120,1543512039,41933.073855,13,13
606062402,753704,0,3369,41120,1543512044,41933.088026,14,12
606062402,753704,0,3369,41120,1543512087,41933.20481,13,10
606062402,753704,0,3369,41120,1543512117,41933.285293,13,15
606062402,753704,0,3369,41120,1543512207,41933.529746,12,9
606062402,753704,0,3369,41120,1543512213,41933.545738,14,12
606062402,753704,0,3369,41120,1543512236,41933.608558,14,10
606062402,753704,0,3369,41120,1543512284,41933.740388,14,9
