exp_id,link_test,test_phase,src,dst,seq,time,signal,noise
606062402,753672,0,41105,23642,1543503872,27094.487354,37,12
606062402,753672,0,41105,23642,1543503873,27094.490159,37,13
606062402,753672,0,41105,23642,1543503874,27094.492679,37,13
606062402,753672,0,41105,23642,1543503875,27094.49535,37,11
606062402,753672,0,41105,23642,1543503876,27094.498002,37,11
606062402,753672,0,41105,23642,1543503877,27094.500867,37,11
606062402,753672,0,41105,23642,1543503878,27094.50347,37,11
606062402,753672,0,41105,23642,1543503879,27094.506215,37,11
606062402,753672,0,41105,23642,1543503881,27094.511623,37,14
606062402,753672,0,41105,23642,1543503882,27094.514502,36,11
606062402,753672,0,41105,23642,1543503883,27094.517284,37,11
606062402,753672,0,41105,23642,1543503884,27094.520264,37,12
606062402,753672,0,41105,23642,1543503885,27094.52278,37,13
606062402,753672,0,41105,23642,1543503886,27094.525343,37,13
606062402,753672,0,41105,23642,1543503887,27094.528305,37,11
606062402,753672,0,41105,23642,1543503888,27094.531062,37,12
606062402,753672,0,41105,23642,1543503889,27094.533974,37,19
606062402,753672,0,41105,23642,1543503890,27094.536497,37,17
606062402,753672,0,41105,23642,1543503892,27094.541706,36,11
606062402,753672,0,41105,23642,1543503893,27094.5443,37,11
606062402,753672,0,41105,23642,1543503894,27094.547069,37,16
606062402,753672,0,41105,23642,1543503895,27094.549908,37,11
606062402,753672,0,41105,23642,1543503896,27094.552436,37,11
606062402,753672,0,41105,23642,1543503897,27094.555038,37,11
606062402,753672,0,41105,23642,1543503899,27094.560652,37,11
606062402,753672,0,41105,23642,1543503900,27094.563177,37,11
606062402,753672,0,41105,23642,1543503901,27094.565819,37,11
606062402,753672,0,41105,23642,1543503902,27094.568834,37,12
606062402,753672,0,41105,23642,1543503903,27094.571803,37,10
606062402,753672,0,41105,23642,1543503904,27094.574691,37,11
606062402,753672,0,41105,23642,1543503905,27094.577514,37,11
606062402,753672,0,41105,23642,1543503906,27094.580284,37,12
606062402,753672,0,41105,23642,1543503907,27094.582823,37,13
606062402,753672,0,41105,23642,1543503908,27094.585818,37,11
606062402,753672,0,41105,23642,1543503909,27094.588843,37,13
606062402,753672,0,41105,23642,1543503910,27094.591454,37,12
606062402,753672,0,41105,23642,1543503911,27094.59399,37,12
606062402,753672,0,41105,23642,1543503912,27094.597,37,11
606062402,753672,0,41105,23642,1543503913,27094.599549,37,11
606062402,753672,0,41105,23642,1543503914,27094.602466,37,13
606062402,753672,0,41105,23642,1543503915,27094.604992,37,13
606062402,753672,0,41105,23642,1543503916,27094.607549,37,11
606062402,753672,0,41105,23642,1543503917,27094.61051,37,12
606062402,753672,0,41105,23642,1543503918,27094.613295,37,12
606062402,753672,0,41105,23642,1543503919,27094.616026,37,11
606062402,753672,0,41105,23642,1543503920,27094.618769,36,11
606062402,753672,0,41105,23642,1543503921,27094.621703,37,11
606062402,753672,0,41105,23642,1543503922,27094.624224,37,13
606062402,753672,0,41105,23642,1543503923,27094.627092,37,13
606062402,753672,0,41105,23642,1543503924,27094.629982,37,11
606062402,753672,0,41105,23642,1543503925,27094.632671,37,15
606062402,753672,0,41105,23642,1543503926,27094.635562,37,21
606062402,753672,0,41105,23642,1543503928,27094.641393,37,10
606062402,753672,0,41105,23642,1543503929,27094.644214,37,11
606062402,753672,0,41105,23642,1543503930,27094.646998,36,11
606062402,753672,0,41105,23642,1543503932,27094.652181,37,11
606062402,753672,0,41105,23642,1543503933,27094.654795,37,11
606062402,753672,0,41105,23642,1543503934,27094.657767,37,11
606062402,753672,0,41105,23642,1543503935,27094.660791,37,11
606062402,753672,0,41105,23642,1543503936,27094.663498,37,14
606062402,753672,0,41105,23642,1543503937,27094.666318,37,11
606062402,753672,0,41105,23642,1543503938,27094.669091,37,11
606062402,753672,0,41105,23642,1543503939,27094.671631,37,11
606062402,753672,0,41105,23642,1543503940,27094.674152,37,11
606062402,753672,0,41105,23642,1543503941,27094.676886,37,11
606062402,753672,0,41105,23642,1543503942,27094.679504,37,12
606062402,753672,0,41105,23642,1543503943,27094.682272,37,14
606062402,753672,0,41105,23642,1543503944,27094.684806,36,11
606062402,753672,0,41105,23642,1543503945,27094.687354,37,11
606062402,753672,0,41105,23642,1543503946,27094.69026,37,11
606062402,753672,0,41105,23642,1543503947,27094.692963,37,13
606062402,753672,0,41105,23642,1543503948,27094.695497,36,12
606062402,753672,0,41105,23642,1543503949,27094.698048,37,12
606062402,753672,0,41105,23642,1543503950,27094.70057,37,13
606062402,753672,0,41105,23642,1543503951,27094.703295,37,11
606062402,753672,0,41105,23642,1543503952,27094.705818,37,11
606062402,753672,0,41105,23642,1543503953,27094.708492,37,11
606062402,753672,0,41105,23642,1543503954,27094.711165,37,10
606062402,753672,0,41105,23642,1543503955,27094.713745,37,16
606062402,753672,0,41105,23642,1543503956,27094.716525,37,10
606062402,753672,0,41105,23642,1543503957,27094.719532,37,11
606062402,753672,0,41105,23642,1543503958,27094.722059,37,11
606062402,753672,0,41105,23642,1543503959,27094.724637,37,11
606062402,753672,0,41105,23642,1543503960,27094.727619,37,13
606062402,753672,0,41105,23642,1543503961,27094.730349,37,15
606062402,753672,0,41105,23642,1543503962,27094.732986,37,10
606062402,753672,0,41105,23642,1543503963,27094.735647,37,14
606062402,753672,0,41105,23642,1543503964,27094.738339,37,11
606062402,753672,0,41105,23642,1543503965,27094.740869,37,11
606062402,753672,0,41105,23642,1543503966,27094.743871,37,17
606062402,753672,0,41105,23642,1543503967,27094.746702,37,11
606062402,753672,0,41105,23642,1543503968,27094.74962,37,12
606062402,753672,0,41105,23642,1543503969,27094.752162,36,15
606062402,753672,0,41105,23642,1543503970,27094.754671,37,13
606062402,753672,0,41105,23642,1543503971,27094.757245,37,11
606062402,753672,0,41105,23642,1543503972,27094.759864,37,11
606062402,753672,0,41105,23642,1543503973,27094.762709,37,10
606062402,753672,0,41105,23642,1543503974,27094.76541,37,11
606062402,753672,0,41105,23642,1543503976,27094.770597,37,11
606062402,753672,0,41105,23642,1543503977,27094.773244,37,11
606062402,753672,0,41105,23642,1543503978,27094.776086,37,11
606062402,753672,0,41105,23642,1543503979,27094.778614,37,11
606062402,753672,0,41105,23642,1543503980,27094.781288,36,10
606062402,753672,0,41105,23642,1543503981,27094.78412,37,11
606062402,753672,0,41105,23642,1543503982,27094.786999,37,19
606062402,753672,0,41105,23642,1543503983,27094.789523,37,15
